dataset_seq,per_class_seq,slice_file_name,fsID,start,end,salience,fold,classID,class
5209,780,113203-5-7-0.wav,113203,141.581176,142.618824,1,8,5,engine_idling
5210,781,113203-5-8-0.wav,113203,145.875882,146.827059,1,8,5,engine_idling
5211,782,113216-5-0-0.wav,113216,2.693333,6.693333,1,8,5,engine_idling
5212,783,113216-5-0-1.wav,113216,3.193333,7.193333,1,8,5,engine_idling
5213,784,113216-5-0-2.wav,113216,3.693333,7.693333,1,8,5,engine_idling
5214,785,113216-5-0-3.wav,113216,4.193333,8.193333,1,8,5,engine_idling
5215,786,113216-5-0-4.wav,113216,4.693333,8.693333,1,8,5,engine_idling
5216,787,156358-5-0-0.wav,156358,5.547216,9.547216,1,8,5,engine_idling
5217,788,156358-5-0-1.wav,156358,6.047216,10.047216,1,8,5,engine_idling
5218,789,156358-5-0-2.wav,156358,6.547216,10.547216,1,8,5,engine_idling
5219,790,156358-5-0-3.wav,156358,7.047216,11.047216,1,8,5,engine_idling
5220,791,156358-5-0-4.wav,156358,7.547216,11.547216,1,8,5,engine_idling
5221,792,156358-5-0-5.wav,156358,8.047216,12.047216,1,8,5,engine_idling
5222,793,156358-5-0-6.wav,156358,8.547216,12.547216,1,8,5,engine_idling
5223,794,186935-5-0-0.wav,186935,0,4,1,8,5,engine_idling
5224,795,186935-5-0-1.wav,186935,0.5,4.5,1,8,5,engine_idling
5225,796,186940-5-0-0.wav,186940,0,3.836599,1,8,5,engine_idling
5226,797,50668-5-0-0.wav,50668,0,4,1,8,5,engine_idling
5227,798,50668-5-0-1.wav,50668,0.5,4.5,1,8,5,engine_idling
5228,799,50668-5-0-2.wav,50668,1,5,1,8,5,engine_idling
5229,800,50668-5-1-0.wav,50668,11.614949,12.519107,1,8,5,engine_idling
5230,801,50668-5-2-0.wav,50668,15.6257,16.41394,1,8,5,engine_idling
5231,802,50668-5-3-0.wav,50668,21.954804,25.594618,1,8,5,engine_idling
5232,803,50668-5-4-0.wav,50668,26.313308,29.025781,1,8,5,engine_idling
5233,804,50668-5-5-0.wav,50668,31.715071,35.715071,1,8,5,engine_idling
5234,805,50668-5-5-1.wav,50668,32.215071,36.215071,1,8,5,engine_idling
5235,806,50668-5-5-2.wav,50668,32.715071,36.715071,1,8,5,engine_idling
5236,807,50668-5-6-0.wav,50668,50.076427,51.768825,1,8,5,engine_idling
5237,808,50668-5-7-0.wav,50668,55.199988,58.932536,1,8,5,engine_idling
5238,809,91209-5-0-0.wav,91209,0.744608,4.744608,1,8,5,engine_idling
5239,810,91209-5-0-1.wav,91209,1.244608,5.244608,1,8,5,engine_idling
5240,811,91209-5-0-2.wav,91209,1.744608,5.744608,1,8,5,engine_idling
5241,812,91209-5-1-0.wav,91209,15.012255,19.012255,1,8,5,engine_idling
5242,813,91209-5-1-1.wav,91209,15.512255,19.512255,1,8,5,engine_idling
5243,814,91209-5-1-2.wav,91209,16.012255,20.012255,1,8,5,engine_idling
5244,815,91209-5-1-3.wav,91209,16.512255,20.512255,1,8,5,engine_idling
5245,816,91209-5-1-4.wav,91209,17.012255,21.012255,1,8,5,engine_idling
5246,817,91209-5-1-5.wav,91209,17.512255,21.512255,1,8,5,engine_idling
5247,818,103249-5-0-0.wav,103249,0,4,1,9,5,engine_idling
5248,819,103249-5-0-1.wav,103249,0.5,4.5,1,9,5,engine_idling
5249,820,103249-5-0-10.wav,103249,5,9,1,9,5,engine_idling
5250,821,103249-5-0-11.wav,103249,5.5,9.5,1,9,5,engine_idling
5251,822,103249-5-0-12.wav,103249,6,10,1,9,5,engine_idling
5252,823,103249-5-0-13.wav,103249,6.5,10.5,1,9,5,engine_idling
5253,824,103249-5-0-14.wav,103249,7,11,1,9,5,engine_idling
5254,825,103249-5-0-15.wav,103249,7.5,11.5,1,9,5,engine_idling
5255,826,103249-5-0-16.wav,103249,8,12,1,9,5,engine_idling
5256,827,103249-5-0-17.wav,103249,8.5,12.5,1,9,5,engine_idling
5257,828,103249-5-0-18.wav,103249,9,13,1,9,5,engine_idling
5258,829,103249-5-0-19.wav,103249,9.5,13.5,1,9,5,engine_idling
5259,830,103249-5-0-2.wav,103249,1,5,1,9,5,engine_idling
5260,831,103249-5-0-3.wav,103249,1.5,5.5,1,9,5,engine_idling
5261,832,103249-5-0-4.wav,103249,2,6,1,9,5,engine_idling
5262,833,103249-5-0-5.wav,103249,2.5,6.5,1,9,5,engine_idling
5263,834,103249-5-0-6.wav,103249,3,7,1,9,5,engine_idling
5264,835,103249-5-0-7.wav,103249,3.5,7.5,1,9,5,engine_idling
5265,836,103249-5-0-8.wav,103249,4,8,1,9,5,engine_idling
5266,837,103249-5-0-9.wav,103249,4.5,8.5,1,9,5,engine_idling
5267,838,119449-5-0-0.wav,119449,1.381958,5.381958,1,9,5,engine_idling
5268,839,119449-5-0-1.wav,119449,1.881958,5.881958,1,9,5,engine_idling
5269,840,119449-5-0-2.wav,119449,2.381958,6.381958,1,9,5,engine_idling
5270,841,119449-5-0-3.wav,119449,2.881958,6.881958,1,9,5,engine_idling
5271,842,119449-5-0-4.wav,119449,3.381958,7.381958,1,9,5,engine_idling
5272,843,119449-5-0-5.wav,119449,3.881958,7.881958,1,9,5,engine_idling
5273,844,119449-5-0-6.wav,119449,4.381958,8.381958,1,9,5,engine_idling
5274,845,12812-5-0-0.wav,12812,0,4,1,9,5,engine_idling
5275,846,12812-5-0-1.wav,12812,0.5,4.5,1,9,5,engine_idling
5276,847,12812-5-0-2.wav,12812,1,5,1,9,5,engine_idling
5277,848,18592-5-0-0.wav,18592,6.504182,10.504182,1,9,5,engine_idling
5278,849,18592-5-0-1.wav,18592,7.004182,11.004182,1,9,5,engine_idling
5279,850,18592-5-0-2.wav,18592,7.504182,11.504182,1,9,5,engine_idling
5280,851,18592-5-0-3.wav,18592,8.004182,12.004182,1,9,5,engine_idling
5281,852,18592-5-0-4.wav,18592,8.504182,12.504182,1,9,5,engine_idling
5282,853,187075-5-0-0.wav,187075,3.446779,7.446779,2,9,5,engine_idling
5283,854,187075-5-0-1.wav,187075,3.946779,7.946779,2,9,5,engine_idling
5284,855,187075-5-0-2.wav,187075,4.446779,8.446779,2,9,5,engine_idling
5285,856,187075-5-0-3.wav,187075,4.946779,8.946779,2,9,5,engine_idling
5286,857,187075-5-0-4.wav,187075,5.446779,9.446779,2,9,5,engine_idling
5287,858,187075-5-0-5.wav,187075,5.946779,9.946779,2,9,5,engine_idling
5288,859,187075-5-0-6.wav,187075,6.446779,10.446779,2,9,5,engine_idling
5289,860,187075-5-0-7.wav,187075,6.946779,10.946779,2,9,5,engine_idling
5290,861,187075-5-0-8.wav,187075,7.446779,11.446779,2,9,5,engine_idling
5291,862,22882-5-0-0.wav,22882,0,4,1,9,5,engine_idling
5292,863,22882-5-0-1.wav,22882,0.5,4.5,1,9,5,engine_idling
5293,864,22885-5-0-0.wav,22885,2.17286,6.17286,1,9,5,engine_idling
5294,865,39856-5-0-0.wav,39856,0,4,1,9,5,engine_idling
5295,866,39856-5-0-1.wav,39856,0.5,4.5,1,9,5,engine_idling
5296,867,39856-5-0-10.wav,39856,5,9,1,9,5,engine_idling
5297,868,39856-5-0-11.wav,39856,5.5,9.5,1,9,5,engine_idling
5298,869,39856-5-0-12.wav,39856,6,10,1,9,5,engine_idling
5299,870,39856-5-0-13.wav,39856,6.5,10.5,1,9,5,engine_idling
5300,871,39856-5-0-14.wav,39856,7,11,1,9,5,engine_idling
5301,872,39856-5-0-15.wav,39856,7.5,11.5,1,9,5,engine_idling
5302,873,39856-5-0-16.wav,39856,8,12,1,9,5,engine_idling
5303,874,39856-5-0-17.wav,39856,8.5,12.5,1,9,5,engine_idling
5304,875,39856-5-0-18.wav,39856,9,13,1,9,5,engine_idling
5305,876,39856-5-0-19.wav,39856,9.5,13.5,1,9,5,engine_idling
5306,877,39856-5-0-2.wav,39856,1,5,1,9,5,engine_idling
5307,878,39856-5-0-20.wav,39856,10,14,1,9,5,engine_idling
5308,879,39856-5-0-21.wav,39856,10.5,14.5,1,9,5,engine_idling
5309,880,39856-5-0-22.wav,39856,11,15,1,9,5,engine_idling
5310,881,39856-5-0-23.wav,39856,11.5,15.5,1,9,5,engine_idling
5311,882,39856-5-0-24.wav,39856,12,16,1,9,5,engine_idling
5312,883,39856-5-0-25.wav,39856,12.5,16.5,1,9,5,engine_idling
5313,884,39856-5-0-26.wav,39856,13,17,1,9,5,engine_idling
5314,885,39856-5-0-27.wav,39856,13.5,17.5,1,9,5,engine_idling
5315,886,39856-5-0-28.wav,39856,14,18,1,9,5,engine_idling
5316,887,39856-5-0-3.wav,39856,1.5,5.5,1,9,5,engine_idling
5317,888,39856-5-0-4.wav,39856,2,6,1,9,5,engine_idling
5318,889,39856-5-0-5.wav,39856,2.5,6.5,1,9,5,engine_idling
5319,890,39856-5-0-6.wav,39856,3,7,1,9,5,engine_idling
5320,891,39856-5-0-7.wav,39856,3.5,7.5,1,9,5,engine_idling
5321,892,39856-5-0-8.wav,39856,4,8,1,9,5,engine_idling
5322,893,39856-5-0-9.wav,39856,4.5,8.5,1,9,5,engine_idling
5323,894,62567-5-0-0.wav,62567,0,4,1,9,5,engine_idling
5324,895,62567-5-0-1.wav,62567,0.5,4.5,1,9,5,engine_idling
5325,896,62567-5-0-10.wav,62567,5,9,1,9,5,engine_idling
5326,897,62567-5-0-2.wav,62567,1,5,1,9,5,engine_idling
5327,898,62567-5-0-3.wav,62567,1.5,5.5,1,9,5,engine_idling
5328,899,62567-5-0-4.wav,62567,2,6,1,9,5,engine_idling
5329,900,62567-5-0-5.wav,62567,2.5,6.5,1,9,5,engine_idling
5330,901,62567-5-0-6.wav,62567,3,7,1,9,5,engine_idling
5331,902,62567-5-0-7.wav,62567,3.5,7.5,1,9,5,engine_idling
5332,903,62567-5-0-8.wav,62567,4,8,1,9,5,engine_idling
5333,904,62567-5-0-9.wav,62567,4.5,8.5,1,9,5,engine_idling
5334,905,62567-5-1-0.wav,62567,42.316497,46.316497,1,9,5,engine_idling
5335,906,62567-5-1-1.wav,62567,42.816497,46.816497,1,9,5,engine_idling
5336,907,102857-5-0-0.wav,102857,0,4,1,10,5,engine_idling
5337,908,102857-5-0-1.wav,102857,0.5,4.5,1,10,5,engine_idling
5338,909,102857-5-0-10.wav,102857,5,9,1,10,5,engine_idling
5339,910,102857-5-0-11.wav,102857,5.5,9.5,1,10,5,engine_idling
5340,911,102857-5-0-12.wav,102857,6,10,1,10,5,engine_idling
5341,912,102857-5-0-13.wav,102857,6.5,10.5,1,10,5,engine_idling
5342,913,102857-5-0-14.wav,102857,7,11,1,10,5,engine_idling
5343,914,102857-5-0-15.wav,102857,7.5,11.5,1,10,5,engine_idling
5344,915,102857-5-0-16.wav,102857,8,12,1,10,5,engine_idling
5345,916,102857-5-0-17.wav,102857,8.5,12.5,1,10,5,engine_idling
5346,917,102857-5-0-18.wav,102857,9,13,1,10,5,engine_idling
5347,918,102857-5-0-19.wav,102857,9.5,13.5,1,10,5,engine_idling
5348,919,102857-5-0-2.wav,102857,1,5,1,10,5,engine_idling
5349,920,102857-5-0-20.wav,102857,10,14,1,10,5,engine_idling
5350,921,102857-5-0-21.wav,102857,10.5,14.5,1,10,5,engine_idling
5351,922,102857-5-0-22.wav,102857,11,15,1,10,5,engine_idling
5352,923,102857-5-0-23.wav,102857,11.5,15.5,1,10,5,engine_idling
5353,924,102857-5-0-24.wav,102857,12,16,1,10,5,engine_idling
5354,925,102857-5-0-25.wav,102857,12.5,16.5,1,10,5,engine_idling
5355,926,102857-5-0-26.wav,102857,13,17,1,10,5,engine_idling
5356,927,102857-5-0-27.wav,102857,13.5,17.5,1,10,5,engine_idling
5357,928,102857-5-0-28.wav,102857,14,18,1,10,5,engine_idling
5358,929,102857-5-0-29.wav,102857,14.5,18.5,1,10,5,engine_idling
5359,930,102857-5-0-3.wav,102857,1.5,5.5,1,10,5,engine_idling
5360,931,102857-5-0-30.wav,102857,15,19,1,10,5,engine_idling
5361,932,102857-5-0-4.wav,102857,2,6,1,10,5,engine_idling
5362,933,102857-5-0-5.wav,102857,2.5,6.5,1,10,5,engine_idling
5363,934,102857-5-0-6.wav,102857,3,7,1,10,5,engine_idling
5364,935,102857-5-0-7.wav,102857,3.5,7.5,1,10,5,engine_idling
5365,936,102857-5-0-8.wav,102857,4,8,1,10,5,engine_idling
5366,937,102857-5-0-9.wav,102857,4.5,8.5,1,10,5,engine_idling
5367,938,103438-5-0-0.wav,103438,0,4,2,10,5,engine_idling
5368,939,103438-5-0-1.wav,103438,0.5,4.5,2,10,5,engine_idling
5369,940,103438-5-0-2.wav,103438,1,5,2,10,5,engine_idling
5370,941,106014-5-0-0.wav,106014,4.400954,8.400954,1,10,5,engine_idling
5371,942,106014-5-0-1.wav,106014,4.900954,8.900954,1,10,5,engine_idling
5372,943,106014-5-0-2.wav,106014,5.400954,9.400954,1,10,5,engine_idling
5373,944,106014-5-0-3.wav,106014,5.900954,9.900954,1,10,5,engine_idling
5374,945,106014-5-0-4.wav,106014,6.400954,10.400954,1,10,5,engine_idling
5375,946,118558-5-0-0.wav,118558,19.743613,23.743613,1,10,5,engine_idling
5376,947,118558-5-0-1.wav,118558,20.243613,24.243613,1,10,5,engine_idling
5377,948,118558-5-0-2.wav,118558,20.743613,24.743613,1,10,5,engine_idling
5378,949,118558-5-1-0.wav,118558,31.128617,35.128617,1,10,5,engine_idling
5379,950,118558-5-1-1.wav,118558,31.628617,35.628617,1,10,5,engine_idling
5380,951,118558-5-1-2.wav,118558,32.128617,36.128617,1,10,5,engine_idling
5381,952,118558-5-2-0.wav,118558,47.413495,51.413495,1,10,5,engine_idling
5382,953,118558-5-2-1.wav,118558,47.913495,51.913495,1,10,5,engine_idling
5383,954,118558-5-2-2.wav,118558,48.413495,52.413495,1,10,5,engine_idling
5384,955,118558-5-2-3.wav,118558,48.913495,52.913495,1,10,5,engine_idling
5385,956,141240-5-0-0.wav,141240,0,3.053869,1,10,5,engine_idling
5386,957,141240-5-1-0.wav,141240,27.06407,29.914348,1,10,5,engine_idling
5387,958,15544-5-0-0.wav,15544,29.26666,33.26666,1,10,5,engine_idling
5388,959,15544-5-0-1.wav,15544,29.76666,33.76666,1,10,5,engine_idling
5389,960,15544-5-0-10.wav,15544,34.26666,38.26666,1,10,5,engine_idling
5390,961,15544-5-0-11.wav,15544,34.76666,38.76666,1,10,5,engine_idling
5391,962,15544-5-0-12.wav,15544,35.26666,39.26666,1,10,5,engine_idling
5392,963,15544-5-0-13.wav,15544,35.76666,39.76666,1,10,5,engine_idling
5393,964,15544-5-0-14.wav,15544,36.26666,40.26666,1,10,5,engine_idling
5394,965,15544-5-0-15.wav,15544,36.76666,40.76666,1,10,5,engine_idling
5395,966,15544-5-0-16.wav,15544,37.26666,41.26666,1,10,5,engine_idling
5396,967,15544-5-0-17.wav,15544,37.76666,41.76666,1,10,5,engine_idling
5397,968,15544-5-0-18.wav,15544,38.26666,42.26666,1,10,5,engine_idling
5398,969,15544-5-0-19.wav,15544,38.76666,42.76666,1,10,5,engine_idling
5399,970,15544-5-0-2.wav,15544,30.26666,34.26666,1,10,5,engine_idling
5400,971,15544-5-0-3.wav,15544,30.76666,34.76666,1,10,5,engine_idling
5401,972,15544-5-0-4.wav,15544,31.26666,35.26666,1,10,5,engine_idling
5402,973,15544-5-0-5.wav,15544,31.76666,35.76666,1,10,5,engine_idling
5403,974,15544-5-0-6.wav,15544,32.26666,36.26666,1,10,5,engine_idling
5404,975,15544-5-0-7.wav,15544,32.76666,36.76666,1,10,5,engine_idling
5405,976,15544-5-0-8.wav,15544,33.26666,37.26666,1,10,5,engine_idling
5406,977,15544-5-0-9.wav,15544,33.76666,37.76666,1,10,5,engine_idling
5407,978,200786-5-0-0.wav,200786,15.109316,19.109316,1,10,5,engine_idling
5408,979,200786-5-1-0.wav,200786,110.690351,114.690351,1,10,5,engine_idling
5409,980,200786-5-1-1.wav,200786,111.190351,115.190351,1,10,5,engine_idling
5410,981,200786-5-1-2.wav,200786,111.690351,115.690351,1,10,5,engine_idling
5411,982,200786-5-1-3.wav,200786,112.190351,116.190351,1,10,5,engine_idling
5412,983,200786-5-1-4.wav,200786,112.690351,116.690351,1,10,5,engine_idling
5413,984,200786-5-1-5.wav,200786,113.190351,117.190351,1,10,5,engine_idling
5414,985,23218-5-0-0.wav,23218,1.35891,2.882536,1,10,5,engine_idling
5415,986,39847-5-0-0.wav,39847,0,4,1,10,5,engine_idling
5416,987,39847-5-0-1.wav,39847,0.5,4.5,1,10,5,engine_idling
5417,988,39847-5-0-10.wav,39847,5,9,1,10,5,engine_idling
5418,989,39847-5-0-11.wav,39847,5.5,9.5,1,10,5,engine_idling
5419,990,39847-5-0-12.wav,39847,6,10,1,10,5,engine_idling
5420,991,39847-5-0-2.wav,39847,1,5,1,10,5,engine_idling
5421,992,39847-5-0-3.wav,39847,1.5,5.5,1,10,5,engine_idling
5422,993,39847-5-0-4.wav,39847,2,6,1,10,5,engine_idling
5423,994,39847-5-0-5.wav,39847,2.5,6.5,1,10,5,engine_idling
5424,995,39847-5-0-6.wav,39847,3,7,1,10,5,engine_idling
5425,996,39847-5-0-7.wav,39847,3.5,7.5,1,10,5,engine_idling
5426,997,39847-5-0-8.wav,39847,4,8,1,10,5,engine_idling
5427,998,39847-5-0-9.wav,39847,4.5,8.5,1,10,5,engine_idling
5428,999,39847-5-1-0.wav,39847,44.875273,47.679977,1,10,5,engine_idling
5429,0,102305-6-0-0.wav,102305,0,2.61161,1,1,6,gun_shot
5430,1,122690-6-0-0.wav,122690,12.231953,15.37784,1,1,6,gun_shot
5431,2,174290-6-0-0.wav,174290,0.273102,2.366884,1,1,6,gun_shot
5432,3,174290-6-1-0.wav,174290,5.355833,7.889612,1,1,6,gun_shot
5433,4,174290-6-2-0.wav,174290,9.968221,12.289587,1,1,6,gun_shot
5434,5,174290-6-3-0.wav,174290,14.959918,17.372318,1,1,6,gun_shot
5435,6,174294-6-0-0.wav,174294,0,2.535721,1,1,6,gun_shot
5436,7,174294-6-1-0.wav,174294,4.167707,7.343939,1,1,6,gun_shot
5437,8,174294-6-2-0.wav,174294,10.046368,13.126084,1,1,6,gun_shot
5438,9,196400-6-0-0.wav,196400,0,3.139605,1,1,6,gun_shot
5439,10,197318-6-0-0.wav,197318,0.401594,1.93267,1,1,6,gun_shot
5440,11,197318-6-1-0.wav,197318,2.409563,4.216735,1,1,6,gun_shot
5441,12,197318-6-10-0.wav,197318,31.24902,32.5291,1,1,6,gun_shot
5442,13,197318-6-11-0.wav,197318,33.909579,35.741851,1,1,6,gun_shot
5443,14,197318-6-12-0.wav,197318,37.549023,38.879303,1,1,6,gun_shot
5444,15,197318-6-2-0.wav,197318,4.417532,6.350202,1,1,6,gun_shot
5445,16,197318-6-3-0.wav,197318,6.801996,8.759765,1,1,6,gun_shot
5446,17,197318-6-4-0.wav,197318,10.843033,12.800803,1,1,6,gun_shot
5447,18,197318-6-5-0.wav,197318,13.70439,15.411163,1,1,6,gun_shot
5448,19,197318-6-6-0.wav,197318,16.641044,18.724312,1,1,6,gun_shot
5449,20,197318-6-7-0.wav,197318,20.054592,21.886864,1,1,6,gun_shot
5450,21,197318-6-8-0.wav,197318,22.388856,24.07053,1,1,6,gun_shot
5451,22,197318-6-9-0.wav,197318,27.659775,29.592446,1,1,6,gun_shot
5452,23,46654-6-0-0.wav,46654,0.084334,1.222838,1,1,6,gun_shot
5453,24,46656-6-0-0.wav,46656,0.247654,1.666033,1,1,6,gun_shot
5454,25,46656-6-1-0.wav,46656,3.32081,4.637877,1,1,6,gun_shot
5455,26,46656-6-2-0.wav,46656,5.549692,7.046871,1,1,6,gun_shot
5456,27,46656-6-3-0.wav,46656,7.519664,8.938044,1,1,6,gun_shot
5457,28,46656-6-4-0.wav,46656,9.118156,10.626591,1,1,6,gun_shot
5458,29,46656-6-5-0.wav,46656,10.761675,12.112513,1,1,6,gun_shot
5459,30,7061-6-0-0.wav,7061,0.978088,3.231723,1,1,6,gun_shot
5460,31,76093-6-0-0.wav,76093,3.2671,4.13887,1,1,6,gun_shot
5461,32,76093-6-1-0.wav,76093,4.586976,5.222472,1,1,6,gun_shot
5462,33,77246-6-0-0.wav,77246,2.329836,3.657301,1,1,6,gun_shot
5463,34,86278-6-0-0.wav,86278,0.242924,1.384127,1,1,6,gun_shot
5464,35,145608-6-0-0.wav,145608,2.331561,3.340491,2,2,6,gun_shot
5465,36,145608-6-1-0.wav,145608,4.196809,5.231175,2,2,6,gun_shot
5466,37,145608-6-2-0.wav,145608,5.875533,6.833593,2,2,6,gun_shot
5467,38,145608-6-3-0.wav,145608,8.842974,9.750163,2,2,6,gun_shot
5468,39,149177-6-0-0.wav,149177,0,0.81678,1,2,6,gun_shot
5469,40,159710-6-0-0.wav,159710,0.031546,1.204005,1,2,6,gun_shot
5470,41,163460-6-0-0.wav,163460,0,0.672222,1,2,6,gun_shot
5471,42,174293-6-0-0.wav,174293,0.109464,2.572406,1,2,6,gun_shot
5472,43,174293-6-1-0.wav,174293,4.387686,6.713798,1,2,6,gun_shot
5473,44,174293-6-2-0.wav,174293,10.234894,12.606616,1,2,6,gun_shot
5474,45,197320-6-0-0.wav,197320,0.830595,2.88401,1,2,6,gun_shot
5475,46,197320-6-1-0.wav,197320,2.88401,4.914352,1,2,6,gun_shot
5476,47,197320-6-10-0.wav,197320,31.631818,34.262035,1,2,6,gun_shot
5477,48,197320-6-11-0.wav,197320,34.262035,37.284477,1,2,6,gun_shot
5478,49,197320-6-12-0.wav,197320,37.884351,40.653,1,2,6,gun_shot
5479,50,197320-6-2-0.wav,197320,4.914352,7.290776,1,2,6,gun_shot
5480,51,197320-6-3-0.wav,197320,7.290776,9.805633,1,2,6,gun_shot
5481,52,197320-6-4-0.wav,197320,11.236102,14.097039,1,2,6,gun_shot
5482,53,197320-6-5-0.wav,197320,14.097039,16.934905,1,2,6,gun_shot
5483,54,197320-6-6-0.wav,197320,17.142553,19.841986,1,2,6,gun_shot
5484,55,197320-6-7-0.wav,197320,20.372644,22.77214,1,2,6,gun_shot
5485,56,197320-6-8-0.wav,197320,22.77214,25.171636,1,2,6,gun_shot
5486,57,197320-6-9-0.wav,197320,28.078718,30.501286,1,2,6,gun_shot
5487,58,35800-6-0-0.wav,35800,0.297187,4.297187,1,2,6,gun_shot
5488,59,37236-6-0-0.wav,37236,0,2.17,1,2,6,gun_shot
5489,60,46655-6-0-0.wav,46655,0.365045,1.559262,1,2,6,gun_shot
5490,61,76089-6-0-0.wav,76089,0.433166,1.013356,1,2,6,gun_shot
5491,62,76090-6-0-0.wav,76090,1.331177,1.809629,1,2,6,gun_shot
5492,63,76090-6-1-0.wav,76090,2.100944,2.473288,1,2,6,gun_shot
5493,64,76091-6-0-0.wav,76091,1.30469,1.714005,1,2,6,gun_shot
5494,65,76091-6-1-0.wav,76091,2.255494,2.673336,1,2,6,gun_shot
5495,66,76091-6-2-0.wav,76091,3.125287,3.321417,1,2,6,gun_shot
5496,67,76091-6-3-0.wav,76091,3.67104,3.850115,1,2,6,gun_shot
5497,68,76091-6-4-0.wav,76091,4.212529,4.378813,1,2,6,gun_shot
5498,69,76091-6-5-0.wav,76091,4.485405,5.099377,1,2,6,gun_shot
5499,70,110622-6-0-0.wav,110622,0,1.501211,1,3,6,gun_shot
5500,71,135526-6-0-0.wav,135526,3.531258,5.006647,1,3,6,gun_shot
5501,72,135526-6-1-0.wav,135526,5.006647,6.457848,1,3,6,gun_shot
5502,73,135526-6-10-0.wav,135526,22.759683,25.371846,1,3,6,gun_shot
5503,74,135526-6-11-0.wav,135526,25.371846,27.766329,1,3,6,gun_shot
5504,75,135526-6-12-0.wav,135526,27.766329,30.451053,1,3,6,gun_shot
5505,76,135526-6-13-0.wav,135526,30.451053,31.007347,1,3,6,gun_shot
5506,77,135526-6-2-0.wav,135526,6.457848,9.045825,1,3,6,gun_shot
5507,78,135526-6-3-0.wav,135526,9.045825,10.569587,1,3,6,gun_shot
5508,79,135526-6-4-0.wav,135526,10.569587,12.359403,1,3,6,gun_shot
5509,80,135526-6-5-0.wav,135526,12.359403,14.657139,1,3,6,gun_shot
5510,81,135526-6-6-0.wav,135526,14.657139,16.858129,1,3,6,gun_shot
5511,82,135526-6-7-0.wav,135526,16.858129,18.913998,1,3,6,gun_shot
5512,83,135526-6-8-0.wav,135526,18.913998,20.776374,1,3,6,gun_shot
5513,84,135526-6-9-0.wav,135526,20.776374,22.759683,1,3,6,gun_shot
5514,85,148838-6-0-0.wav,148838,0.248919,1.270571,1,3,6,gun_shot
5515,86,148838-6-1-0.wav,148838,1.270571,2.476207,1,3,6,gun_shot
5516,87,148838-6-2-0.wav,148838,2.584432,3.813878,1,3,6,gun_shot
5517,88,151071-6-0-0.wav,151071,0.018986,1.760726,1,3,6,gun_shot
5518,89,161195-6-0-0.wav,161195,0,0.799932,1,3,6,gun_shot
5519,90,162431-6-0-0.wav,162431,0,1.081659,1,3,6,gun_shot
5520,91,162431-6-1-0.wav,162431,1.787897,2.884424,1,3,6,gun_shot
5521,92,162431-6-2-0.wav,162431,4.449299,5.084913,1,3,6,gun_shot
5522,93,162431-6-3-0.wav,162431,5.497504,6.333839,1,3,6,gun_shot
5523,94,162436-6-0-0.wav,162436,0,1.796802,1,3,6,gun_shot
5524,95,180960-6-0-0.wav,180960,0.066816,2.140544,1,3,6,gun_shot
5525,96,34708-6-0-0.wav,34708,4.044883,5.450308,1,3,6,gun_shot
5526,97,34708-6-1-0.wav,34708,7.901233,9.25524,1,3,6,gun_shot
5527,98,34708-6-2-0.wav,34708,11.329099,12.871639,1,3,6,gun_shot
5528,99,34708-6-3-0.wav,34708,14.671269,16.488038,1,3,6,gun_shot
5529,100,34708-6-4-0.wav,34708,17.516398,18.938963,1,3,6,gun_shot
5530,101,34708-6-5-0.wav,34708,20.070159,21.304191,1,3,6,gun_shot
5531,102,52357-6-0-0.wav,52357,0.033194,0.902864,1,3,6,gun_shot
5532,103,76094-6-0-0.wav,76094,0.978498,1.888797,1,3,6,gun_shot
5533,104,76094-6-1-0.wav,76094,2.763515,3.801315,1,3,6,gun_shot
5534,105,78776-6-0-0.wav,78776,0.094899,2.613121,1,3,6,gun_shot
5535,106,135528-6-0-0.wav,135528,8.25396,10.70784,2,4,6,gun_shot
5536,107,135528-6-1-0.wav,135528,10.98669,13.161721,2,4,6,gun_shot
5537,108,135528-6-10-0.wav,135528,58.112342,60.231602,2,4,6,gun_shot
5538,109,135528-6-11-0.wav,135528,62.127782,63.968193,2,4,6,gun_shot
5539,110,135528-6-12-0.wav,135528,65.027823,67.370163,2,4,6,gun_shot
5540,111,135528-6-2-0.wav,135528,13.440571,17.440571,2,4,6,gun_shot
5541,112,135528-6-3-0.wav,135528,18.515641,21.359911,2,4,6,gun_shot
5542,113,135528-6-4-0.wav,135528,21.359911,25.359911,2,4,6,gun_shot
5543,114,135528-6-4-1.wav,135528,21.859911,25.859911,2,4,6,gun_shot
5544,115,135528-6-4-2.wav,135528,22.359911,26.359911,2,4,6,gun_shot
5545,116,135528-6-5-0.wav,135528,30.338881,32.569681,2,4,6,gun_shot
5546,117,135528-6-6-0.wav,135528,34.633171,36.640891,2,4,6,gun_shot
5547,118,135528-6-7-0.wav,135528,38.871692,40.489022,2,4,6,gun_shot
5548,119,135528-6-8-0.wav,135528,45.173702,46.456412,2,4,6,gun_shot
5549,120,135528-6-9-0.wav,135528,49.021832,50.248772,2,4,6,gun_shot
5550,121,148837-6-0-0.wav,148837,0.564257,1.772279,1,4,6,gun_shot
5551,122,148837-6-1-0.wav,148837,1.772279,2.959783,1,4,6,gun_shot
5552,123,148837-6-2-0.wav,148837,2.959783,4.424286,1,4,6,gun_shot
